timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763946527654,1,Healthcheck,200,OK,TESTES 1-1,text,true,,182,127,1,1,http://localhost:8083/healthcheck,1,0,0
1763946527655,8,POST,201,Created,TESTES 1-1,text,true,,354,395,1,1,http://localhost:8083/users,8,0,0
1763946527663,2,GET ID,200,OK,TESTES 1-1,text,true,,349,124,1,1,http://localhost:8083/users/11,2,0,0
1763946527665,8,PUT,200,OK,TESTES 1-1,text,true,,334,336,2,2,http://localhost:8083/users/11,8,0,0
1763946527673,0,Healthcheck,200,OK,TESTES 1-2,text,true,,182,127,2,2,http://localhost:8083/healthcheck,0,0,0
1763946527673,4,GET,200,OK,TESTES 1-1,text,true,,2087,121,2,2,http://localhost:8083/users,4,0,0
1763946527674,5,POST,201,Created,TESTES 1-2,text,true,,352,393,2,2,http://localhost:8083/users,5,0,0
1763946527679,1,GET ID,200,OK,TESTES 1-2,text,true,,347,124,2,2,http://localhost:8083/users/12,1,0,0
1763946527680,3,PUT,200,OK,TESTES 1-2,text,true,,334,336,2,2,http://localhost:8083/users/12,3,0,0
1763946527683,2,GET,200,OK,TESTES 1-2,text,true,,2296,121,2,2,http://localhost:8083/users,2,0,0
1763946527677,8,DELETE,200,OK,TESTES 1-1,text,true,,164,210,2,2,http://localhost:8083/users/11,8,0,0
1763946527685,0,Healthcheck,200,OK,TESTES 1-1,text,true,,182,127,2,2,http://localhost:8083/healthcheck,0,0,0
1763946527685,2,DELETE,200,OK,TESTES 1-2,text,true,,164,210,2,2,http://localhost:8083/users/12,2,0,0
1763946527687,0,Healthcheck,200,OK,TESTES 1-2,text,true,,182,127,2,2,http://localhost:8083/healthcheck,0,0,0
1763946527685,3,POST,201,Created,TESTES 1-1,text,true,,354,395,2,2,http://localhost:8083/users,3,0,0
1763946527688,0,GET ID,200,OK,TESTES 1-1,text,true,,349,124,2,2,http://localhost:8083/users/13,0,0,0
1763946527687,2,POST,201,Created,TESTES 1-2,text,true,,354,395,2,2,http://localhost:8083/users,2,0,0
1763946527689,1,GET ID,200,OK,TESTES 1-2,text,true,,349,124,2,2,http://localhost:8083/users/14,1,0,0
1763946527688,3,PUT,200,OK,TESTES 1-1,text,true,,333,335,2,2,http://localhost:8083/users/13,3,0,0
1763946527691,0,GET,200,OK,TESTES 1-1,text,true,,2310,121,2,2,http://localhost:8083/users,0,0,0
1763946527690,2,PUT,200,OK,TESTES 1-2,text,true,,334,336,2,2,http://localhost:8083/users/14,2,0,0
1763946527692,1,GET,200,OK,TESTES 1-2,text,true,,2295,121,3,3,http://localhost:8083/users,1,0,0
1763946527691,2,DELETE,200,OK,TESTES 1-1,text,true,,164,210,3,3,http://localhost:8083/users/13,2,0,0
1763946527693,0,Healthcheck,200,OK,TESTES 1-1,text,true,,182,127,3,3,http://localhost:8083/healthcheck,0,0,0
1763946527693,0,Healthcheck,200,OK,TESTES 1-3,text,true,,182,127,3,3,http://localhost:8083/healthcheck,0,0,0
1763946527693,2,DELETE,200,OK,TESTES 1-2,text,true,,164,210,3,3,http://localhost:8083/users/14,2,0,0
1763946527695,0,Healthcheck,200,OK,TESTES 1-2,text,true,,182,127,3,3,http://localhost:8083/healthcheck,0,0,0
1763946527693,3,POST,201,Created,TESTES 1-1,text,true,,354,395,3,3,http://localhost:8083/users,3,0,0
1763946527693,3,POST,201,Created,TESTES 1-3,text,true,,354,395,3,3,http://localhost:8083/users,3,0,0
1763946527695,3,POST,201,Created,TESTES 1-2,text,true,,354,395,3,3,http://localhost:8083/users,3,0,0
1763946527696,2,GET ID,200,OK,TESTES 1-3,text,true,,349,124,3,3,http://localhost:8083/users/16,2,0,0
1763946527698,1,GET ID,200,OK,TESTES 1-2,text,true,,349,124,3,3,http://localhost:8083/users/17,1,0,0
1763946527698,2,PUT,200,OK,TESTES 1-3,text,true,,334,336,3,3,http://localhost:8083/users/16,2,0,0
1763946527699,2,PUT,200,OK,TESTES 1-2,text,true,,334,336,3,3,http://localhost:8083/users/17,2,0,0
1763946527700,1,GET,200,OK,TESTES 1-3,text,true,,2520,121,3,3,http://localhost:8083/users,1,0,0
1763946527701,1,GET,200,OK,TESTES 1-2,text,true,,2520,121,3,3,http://localhost:8083/users,1,0,0
1763946527696,6,GET ID,200,OK,TESTES 1-1,text,true,,349,124,3,3,http://localhost:8083/users/15,6,0,0
1763946527701,2,DELETE,200,OK,TESTES 1-3,text,true,,164,210,3,3,http://localhost:8083/users/16,2,0,0
1763946527703,1,Healthcheck,200,OK,TESTES 1-3,text,true,,182,127,3,3,http://localhost:8083/healthcheck,1,0,0
1763946527702,2,DELETE,200,OK,TESTES 1-2,text,true,,164,210,3,3,http://localhost:8083/users/17,2,0,0
1763946527704,0,Healthcheck,200,OK,TESTES 1-2,text,true,,182,127,3,3,http://localhost:8083/healthcheck,0,0,0
1763946527703,2,PUT,200,OK,TESTES 1-1,text,true,,334,336,3,3,http://localhost:8083/users/15,2,0,0
1763946527704,2,POST,201,Created,TESTES 1-3,text,true,,354,395,3,3,http://localhost:8083/users,2,0,0
1763946527704,3,POST,201,Created,TESTES 1-2,text,true,,354,394,3,3,http://localhost:8083/users,3,0,0
1763946527706,2,GET ID,200,OK,TESTES 1-3,text,true,,349,124,3,3,http://localhost:8083/users/18,2,0,0
1763946527706,2,GET,200,OK,TESTES 1-1,text,true,,2535,121,3,3,http://localhost:8083/users,2,0,0
1763946527707,3,GET ID,200,OK,TESTES 1-2,text,true,,349,124,3,3,http://localhost:8083/users/19,3,0,0
1763946527708,4,PUT,200,OK,TESTES 1-3,text,true,,334,336,3,3,http://localhost:8083/users/18,4,0,0
1763946527708,4,DELETE,200,OK,TESTES 1-1,text,true,,164,210,3,3,http://localhost:8083/users/15,4,0,0
1763946527712,0,Healthcheck,200,OK,TESTES 1-1,text,true,,182,127,3,3,http://localhost:8083/healthcheck,0,0,0
1763946527712,1,GET,200,OK,TESTES 1-3,text,true,,2296,121,4,4,http://localhost:8083/users,1,0,0
1763946527713,1,Healthcheck,200,OK,TESTES 1-4,text,true,,182,127,4,4,http://localhost:8083/healthcheck,1,0,0
1763946527710,4,PUT,200,OK,TESTES 1-2,text,true,,334,336,4,4,http://localhost:8083/users/19,4,0,0
1763946527712,4,POST,201,Created,TESTES 1-1,text,true,,354,395,4,4,http://localhost:8083/users,4,0,0
1763946527713,4,DELETE,200,OK,TESTES 1-3,text,true,,164,210,4,4,http://localhost:8083/users/18,4,0,0
1763946527714,3,POST,201,Created,TESTES 1-4,text,true,,353,394,4,4,http://localhost:8083/users,3,0,0
1763946527716,1,GET ID,200,OK,TESTES 1-1,text,true,,349,124,4,4,http://localhost:8083/users/20,1,0,0
1763946527717,0,Healthcheck,200,OK,TESTES 1-3,text,true,,182,127,4,4,http://localhost:8083/healthcheck,0,0,0
1763946527717,2,GET ID,200,OK,TESTES 1-4,text,true,,348,124,4,4,http://localhost:8083/users/21,2,0,0
1763946527717,3,POST,201,Created,TESTES 1-3,text,true,,354,395,4,4,http://localhost:8083/users,3,0,0
1763946527717,4,PUT,200,OK,TESTES 1-1,text,true,,334,336,4,4,http://localhost:8083/users/20,4,0,0
